title,summary,updated,slug,parsedContentBody,summary,title,published,metadata,categories,href,author
SharePoint Online,"<h2>SharePoint Online</h2>

<p>SharePoint is accessible for staff through your Warwick Office 365 account. From Insite you would click the Email quick link. Once logged into your Email, you would use the <strong>Apps</strong> button, top left corner and select <strong>Sites/SharePoint</strong>.</p>

<p>This will take you to Sites, which is SharePoint. Pages that you have followed will be shown, you can also create your own personal page.</p>

",1614883200075,sharepoint-online,"<h2>SharePoint Online</h2>

<p>SharePoint is accessible for staff through your Warwick Office 365 account. From Insite you would click the Email quick link. Once logged into your Email, you would use the <strong>Apps</strong> button, top left corner and select <strong>Sites/SharePoint</strong>.</p>

<p>This will take you to Sites, which is SharePoint. Pages that you have followed will be shown, you can also create your own personal page.</p>

","SharePoint is accessible for staff through your Warwick Office 365 account. From Insite you would click the Email quick link. Once logged into your Email, you would use the <strong>Apps</strong> button, top left corner and select <strong>Sites/SharePoint</strong>.",SharePoint Online,1614883200075,,"Microsoft,Site-wide Licence,Staff,MacOS,Linux,Collaborative,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#sharepoint-online,Patrick Ryan
Shotcut,"<h2>Shotcut</h2>

<p>Open Source video editing software.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i> macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i> Linux</div>

<h3>How to get it</h3>

<h5>ITS Managed machines</h5>

<p>The software can be accessed via the Software Center.</p>

<p><strong>Do not download from this page if you use the Managed Desktop.</strong></p>

<h5>Self-managed/Personal machines</h5>

<p>You can download directly from the <a href=""https://shotcut.org/"">Shotcut website</a>.</p>

",1614882421689,shotcut,"<h2>Shotcut</h2>

<p>Open Source video editing software.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i> macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i> Linux</div>

<h3>How to get it</h3>

<h5>ITS Managed machines</h5>

<p>The software can be accessed via the Software Center.</p>

<p><strong>Do not download from this page if you use the Managed Desktop.</strong></p>

<h5>Self-managed/Personal machines</h5>

<p>You can download directly from the <a href=""https://shotcut.org/"">Shotcut website</a>.</p>

",Open Source video editing software.,Shotcut,1614882421689,,"Free of Charge,Staff,Students,Linux,Windows,Video Editing,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#shotcut,Patrick Ryan
SITS,"<h2>SITS</h2>

<p>SITS is the University's student record system. Please <a href=""https://warwick.ac.uk/services/academicoffice/sits/support/info"">visit the SITS support webpages</a> to find out more information.</p>

",1589285516940,sits,"<h2>SITS</h2>

<p>SITS is the University's student record system. Please <a href=""https://warwick.ac.uk/services/academicoffice/sits/support/info"">visit the SITS support webpages</a> to find out more information.</p>

","SITS is the University's student record system. Please <a href=""https://warwick.ac.uk/services/academicoffice/sits/support/info"">visit the SITS support webpages</a> to find out more information.",SITS,1589285516940,,"General,Limited Licences Available,Staff",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#sits,Patrick Ryan
SPSS Modeler & Text Analytics,"<h2>SPSS Modeler &amp; Text Analytics</h2>

<p>SPSS Modeler provides predictive analytics to help you uncover data patterns, gain predictive accuracy and improve decision making.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/spssmodeler/"">Visit the SPSS Modeler download page.</a></p>

",1592826293907,spss-modeler-text-analytics,"<h2>SPSS Modeler &amp; Text Analytics</h2>

<p>SPSS Modeler provides predictive analytics to help you uncover data patterns, gain predictive accuracy and improve decision making.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/spssmodeler/"">Visit the SPSS Modeler download page.</a></p>

","SPSS Modeler provides predictive analytics to help you uncover data patterns, gain predictive accuracy and improve decision making.",SPSS Modeler &amp; Text Analytics,1592826293907,,"Students,Free of Charge,Staff,Statistics & Analysis,MacOS,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#spss-modeler-text-analytics,Patrick Ryan
Stata SE,"<h2>Stata SE</h2>

<p>Stata is software used for data analysis &amp; management, statistical analysis and graphing.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/stata"">Visit the Stata SE download page</a> to obtain it.</p>

",1592826348917,stata-se,"<h2>Stata SE</h2>

<p>Stata is software used for data analysis &amp; management, statistical analysis and graphing.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/stata"">Visit the Stata SE download page</a> to obtain it.</p>

","Stata is software used for data analysis &amp; management, statistical analysis and graphing.",Stata SE,1592826348917,,"Students,Site-wide Licence,Staff,Statistics & Analysis,MacOS,Linux,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#stata-se,Patrick Ryan
Statistics for the Terrified,"<h2>Statistics for the Terrified</h2>

<p>Statistics for the terrified is a statistics tutorial program, supplied by Concept Stew.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<h3>How to get it</h3>

<p>The software is only available on computers in the ITS Access Area - B0.52.</p>

",1592826397069,statistics-for-the-terrified,"<h2>Statistics for the Terrified</h2>

<p>Statistics for the terrified is a statistics tutorial program, supplied by Concept Stew.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<h3>How to get it</h3>

<p>The software is only available on computers in the ITS Access Area - B0.52.</p>

","Statistics for the terrified is a statistics tutorial program, supplied by Concept Stew.",Statistics for the Terrified,1592826397069,,"Students,Site-wide Licence,Staff,Statistics & Analysis,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#statistics-for-the-terrified,Patrick Ryan
Symantec PGP,"<h2>Symantec PGP</h2>

<p>The University provides data encryption using Symantec PGP. it can be requested by staff and research students from the <a href=""https://warwick.ac.uk/services/its/servicessupport/itss/data-encryption/"">data encryption page</a>.</p>

",1589285516955,symantec-pgp,"<h2>Symantec PGP</h2>

<p>The University provides data encryption using Symantec PGP. it can be requested by staff and research students from the <a href=""https://warwick.ac.uk/services/its/servicessupport/itss/data-encryption/"">data encryption page</a>.</p>

","The University provides data encryption using Symantec PGP. it can be requested by staff and research students from the <a href=""https://warwick.ac.uk/services/its/servicessupport/itss/data-encryption/"">data encryption page</a>.",Symantec PGP,1589285516955,,"Students,Anti-virus & Security,Limited Licences Available,Staff",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#symantec-pgp,Patrick Ryan
Tableau Reader,"<h2>Tableau Reader</h2>
<p>Tableau Reader is a free desktop application that you can use to open and interact with data visualizations built in Tableau Desktop*. Filter, drill down and discover.</p>
<p>*Tableau Desktop requires purchase of a licence. Please contact the IDG Help Desk for more information.</p>
<h2>What does it work on?</h2>
<div class=""iconBullet"">
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> MacOS</div>
</div>
<h2>How to get it</h2>
<h5>IDG Managed Machines</h5>
<p>Tableau Reader can be accessed via the Software Centre.</p>
<h5>Self-managed Machines</h5>
<p>You can download it from the Tableau website:</p>
<div class=""iconBullet""><i class=""fa fa-download"" aria-hidden=""true""></i><a href=""https://www.tableau.com/products/reader"">Tableau Reader</a></div>",1659552854591,tableau-reader,"<h2>Tableau Reader</h2>
<p>Tableau Reader is a free desktop application that you can use to open and interact with data visualizations built in Tableau Desktop*. Filter, drill down and discover.</p>
<p>*Tableau Desktop requires purchase of a licence. Please contact the IDG Help Desk for more information.</p>
<h2>What does it work on?</h2>
<div class=""iconBullet"">
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> MacOS</div>
</div>
<h2>How to get it</h2>
<h5>IDG Managed Machines</h5>
<p>Tableau Reader can be accessed via the Software Centre.</p>
<h5>Self-managed Machines</h5>
<p>You can download it from the Tableau website:</p>
<div class=""iconBullet""><i class=""fa fa-download"" aria-hidden=""true""></i><a href=""https://www.tableau.com/products/reader"">Tableau Reader</a></div>","Tableau Reader is a free desktop application that you can use to open and interact with data visualizations built in Tableau Desktop*. Filter, drill down and discover.",Tableau Reader,1659552854591,,"Free of Charge,MacOS,Planning,Statistics & Analysis,Windows",,Patrick Ryan
Tabula,"<h3>Tabula</h3>

<p>Tabula is a tool to support the administration of teaching and learning in academic departments. It helps academic and administrative staff manage student information such as personal profiles, seminar allocation, personal tutor/supervisor allocations and meetings, attendance recording and marks management.</p>

<p>Please visit the <a href=""https://warwick.ac.uk/services/its/servicessupport/web/tabula/"">IDG Tabula pages</a> for details.</p>

",1636394248551,tabula,"<h3>Tabula</h3>

<p>Tabula is a tool to support the administration of teaching and learning in academic departments. It helps academic and administrative staff manage student information such as personal profiles, seminar allocation, personal tutor/supervisor allocations and meetings, attendance recording and marks management.</p>

<p>Please visit the <a href=""https://warwick.ac.uk/services/its/servicessupport/web/tabula/"">IDG Tabula pages</a> for details.</p>

","Tabula is a tool to support the administration of teaching and learning in academic departments. It helps academic and administrative staff manage student information such as personal profiles, seminar allocation, personal tutor/supervisor allocations and meetings, attendance recording and marks management.",,1636394248551,,"General Academic,Site-wide Licence,Staff,Students,Surveys & Online assessment",,Patrick Ryan
Teams,"<h2 style=""text-align: left;"">Microsoft Teams</h2>

<p>Microsoft Teams is the tool that brings together information that teams need to work effectively and perform at their peak. This chat-based workspace combines chat, documents, people and tools in one secure place.</p>

<h3 style=""text-align: left;"">Accessing Teams</h3>

<p style=""text-align: left;"">Please see the <a href=""https://warwick.ac.uk/services/its/365collaborate/teams"">IT Services Teams page</a> for instructions on how to use and access and get started with Microsoft Teams.<br />
  Microsoft Teams can also now support larger events (up to 10,000 attendees) through the <a href=""https://warwick.ac.uk/services/its/365collaborate/meetings"">bookable 'Live Events' feature</a>.<br />
  <a title=""Go to Microsoft Teams"" href=""http://teams.microsoft.com/"" target=""_blank"" rel=""noopener""></a></p>

",1592826437438,teams,"<h2 style=""text-align: left;"">Microsoft Teams</h2>

<p>Microsoft Teams is the tool that brings together information that teams need to work effectively and perform at their peak. This chat-based workspace combines chat, documents, people and tools in one secure place.</p>

<h3 style=""text-align: left;"">Accessing Teams</h3>

<p style=""text-align: left;"">Please see the <a href=""https://warwick.ac.uk/services/its/365collaborate/teams"">IT Services Teams page</a> for instructions on how to use and access and get started with Microsoft Teams.<br />
  Microsoft Teams can also now support larger events (up to 10,000 attendees) through the <a href=""https://warwick.ac.uk/services/its/365collaborate/meetings"">bookable 'Live Events' feature</a>.<br />
  <a title=""Go to Microsoft Teams"" href=""http://teams.microsoft.com/"" target=""_blank"" rel=""noopener""></a></p>

","Microsoft Teams is the tool that brings together information that teams need to work effectively and perform at their peak. This chat-based workspace combines chat, documents, people and tools in one secure place.",Microsoft Teams,1592826437438,,"Students,Video Conferencing,Microsoft,Site-wide Licence,Staff,MacOS,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=T#teams,Patrick Ryan
Template Phrases for Microsoft Outlook,"<h2>Template Phrases for Microsoft Outlook</h2>

<p>Reply with a template in Outlook by inserting frequently-used text templates into an email in a click.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/outlooktemplates"">Visit theTemplate Phrases for Microsoft Outlook page</a> to get it</p>

",1592826475518,template-phrases-for-microsoft-outlook,"<h2>Template Phrases for Microsoft Outlook</h2>

<p>Reply with a template in Outlook by inserting frequently-used text templates into an email in a click.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/outlooktemplates"">Visit theTemplate Phrases for Microsoft Outlook page</a> to get it</p>

",Reply with a template in Outlook by inserting frequently-used text templates into an email in a click.,Template Phrases for Microsoft Outlook,1592826475518,,"Students,General,Site-wide Licence,Staff,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=T#template-phrases-for-microsoft-outlook,Patrick Ryan
Texthelp Read&Write Gold,"<h2>Texthelp Read&amp;Write Gold</h2>
<p>Read&amp;Write Gold is an easy to use toolbar that works with any open application, providing assistance as you're working:</p>
<ul>
<li>Hear web pages and documents read aloud to improve reading comprehension with choice of natural voices</li>
<li>Understand unfamiliar words with text and picture dictionaries</li>
<li>Develop writing skills with word prediction and a grammar, spelling and confusable words checker</li>
<li>Support independent student research with valuable study skills tools</li>
<li>Offers bilingual support for a growing number of languages</li>
</ul>
<h2>What does it work on?</h2>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>
<h2>How to get it</h2>
<h6>Student Home Use</h6>
<p>You can download the software for free from the&nbsp;<a href=""https://www.texthelp.com/en-gb/products/read-and-write-education/"">Text Help</a>&nbsp;website and access some basic features (including Text to Speech). Please see this&nbsp;<a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/readandwrite/readwrite_feature_comparison_matrix_with_11.5__02_20_2.pdf"">feature matrix</a>&nbsp;for details of what is available via the free version.</p>
<p>We also have a limited number of licences available to support students wanting to use the 'full' version of Read&amp;Write software on a personally-owned computer. Please&nbsp;<a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/readandwrite/studenthomelicences"">click here</a>&nbsp;for details.</p>
<h6>IDG Managed Windows Desktop</h6>
<p>Any staff member or student using the Managed Desktop can access the tool via the Software Centre. Please see this <strong><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/nvda/assistive_managed_desktop.pdf"" target=""_blank"" rel=""noopener"">guide</a></strong> for instructions. If you cannot see the software you need, please contact the <a href=""https://warwick.service-now.com/sp"" target=""_blank"" rel=""noopener"">Help Desk</a>.</p>
<h6>Un-managed University computers</h6>
<p>Staff can <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/readandwrite"">download Read&amp;Write Gold</a> for use on un-managed University-owned computers from this page.</p>",1675891042740,texthelp-readwrite-gold,"<h2>Texthelp Read&amp;Write Gold</h2>
<p>Read&amp;Write Gold is an easy to use toolbar that works with any open application, providing assistance as you're working:</p>
<ul>
<li>Hear web pages and documents read aloud to improve reading comprehension with choice of natural voices</li>
<li>Understand unfamiliar words with text and picture dictionaries</li>
<li>Develop writing skills with word prediction and a grammar, spelling and confusable words checker</li>
<li>Support independent student research with valuable study skills tools</li>
<li>Offers bilingual support for a growing number of languages</li>
</ul>
<h2>What does it work on?</h2>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>
<h2>How to get it</h2>
<h6>Student Home Use</h6>
<p>You can download the software for free from the&nbsp;<a href=""https://www.texthelp.com/en-gb/products/read-and-write-education/"">Text Help</a>&nbsp;website and access some basic features (including Text to Speech). Please see this&nbsp;<a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/readandwrite/readwrite_feature_comparison_matrix_with_11.5__02_20_2.pdf"">feature matrix</a>&nbsp;for details of what is available via the free version.</p>
<p>We also have a limited number of licences available to support students wanting to use the 'full' version of Read&amp;Write software on a personally-owned computer. Please&nbsp;<a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/readandwrite/studenthomelicences"">click here</a>&nbsp;for details.</p>
<h6>IDG Managed Windows Desktop</h6>
<p>Any staff member or student using the Managed Desktop can access the tool via the Software Centre. Please see this <strong><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/nvda/assistive_managed_desktop.pdf"" target=""_blank"" rel=""noopener"">guide<i class='new-window-link' aria-hidden='true' title='Link opens in a new window'></i><span class='sr-only'>Link opens in a new window</span></a></strong> for instructions. If you cannot see the software you need, please contact the <a href=""https://warwick.service-now.com/sp"" target=""_blank"" rel=""noopener"">Help Desk<i class='new-window-link' aria-hidden='true' title='Link opens in a new window'></i><span class='sr-only'>Link opens in a new window</span></a>.</p>
<h6>Un-managed University computers</h6>
<p>Staff can <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/readandwrite"">download Read&amp;Write Gold</a> for use on un-managed University-owned computers from this page.</p>","Read&amp;Write Gold is an easy to use toolbar that works with any open application, providing assistance as you're working:",Texthelp Read&amp;Write Gold,1675891042740,,"Assistive,MacOS,Site-wide Licence,Staff,Students,Windows",,Patrick Ryan
Think-cell,"<h2>Think-cell</h2>

<p>think-cell is a plug-in for Microsoft PowerPoint, making the process of chart creation within PowerPoint much more efficient. The software supports the creation of several chart types, including waterfall and Gantt charts and process flow diagrams. For more information on think-cell's features, please see <a target=""_blank"" href=""https://www.think-cell.com/#features"" rel=""noopener"">here</a>.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/think-cell/"">Visit the think-cell download page</a>.</p>

",1592826565067,thinkcell,"<h2>Think-cell</h2>

<p>think-cell is a plug-in for Microsoft PowerPoint, making the process of chart creation within PowerPoint much more efficient. The software supports the creation of several chart types, including waterfall and Gantt charts and process flow diagrams. For more information on think-cell's features, please see <a target=""_blank"" href=""https://www.think-cell.com/#features"" rel=""noopener"">here<i class='new-window-link' title='Link opens in a new window'></i></a>.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/think-cell/"">Visit the think-cell download page</a>.</p>

","think-cell is a plug-in for Microsoft PowerPoint, making the process of chart creation within PowerPoint much more efficient. The software supports the creation of several chart types, including waterfall and Gantt charts and process flow diagrams. For more information on think-cell's features, please see <a target=""_blank"" href=""https://www.think-cell.com/#features"" rel=""noopener"">here<i class=""new-window-link"" title=""Link opens in a new window""></i></a>.",Think-cell,1592826565067,,"Students,Free of Charge,General,Staff,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=T#thinkcell,Patrick Ryan
Transcription with Microsoft Word and OneNote,"<h2>Transcription with Microsoft Word and OneNote</h2>
<p>Microsoft Word for the Web and OneNote include the transcribe feature that converts speech to a text transcript.</p>
<p>You can transcribe speech in two ways:</p>
<ul>
<li itemprop=""itemListElement"" itemtype=""http://schema.org/ListItem"">
<p>Record directly in Word for the Web/OneNote</p>
</li>
<li itemprop=""itemListElement"" itemtype=""http://schema.org/ListItem"">
<p>Upload an audio file</p>
</li>
</ul>
<p>Please see this <a href=""https://support.microsoft.com/en-us/office/transcribe-your-recordings-7fc2efec-245e-45f0-b053-2a97531ecf57"" target=""_blank"" rel=""noopener"">Microsoft support page</a> for details and how to make use of this feature.</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> macOS</div>
<h3>Important note</h3>
<div class=""iconBullet"">At the time of writing, University members can can transcribe unlimited minutes of uploaded audio using the transcribe feature Please note that Microsoft may, in the future, impose a cap/impose charges for minutes. In that event, IDG may need to make the service chargeable or pursue alternative arrangements. We will issue appropriate communications to departments in this case.</div>",1674164102975,transcription-with-microsoft-word-and-onenote,"<h2>Transcription with Microsoft Word and OneNote</h2>
<p>Microsoft Word for the Web and OneNote include the transcribe feature that converts speech to a text transcript.</p>
<p>You can transcribe speech in two ways:</p>
<ul>
<li itemprop=""itemListElement"" itemtype=""http://schema.org/ListItem"">
<p>Record directly in Word for the Web/OneNote</p>
</li>
<li itemprop=""itemListElement"" itemtype=""http://schema.org/ListItem"">
<p>Upload an audio file</p>
</li>
</ul>
<p>Please see this <a href=""https://support.microsoft.com/en-us/office/transcribe-your-recordings-7fc2efec-245e-45f0-b053-2a97531ecf57"" target=""_blank"" rel=""noopener"">Microsoft support page<i class='new-window-link' aria-hidden='true' title='Link opens in a new window'></i><span class='sr-only'>Link opens in a new window</span></a> for details and how to make use of this feature.</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> macOS</div>
<h3>Important note</h3>
<div class=""iconBullet"">At the time of writing, University members can can transcribe unlimited minutes of uploaded audio using the transcribe feature Please note that Microsoft may, in the future, impose a cap/impose charges for minutes. In that event, IDG may need to make the service chargeable or pursue alternative arrangements. We will issue appropriate communications to departments in this case.</div>",Microsoft Word for the Web and OneNote include the transcribe feature that converts speech to a text transcript.,Transcription with Microsoft Word and OneNote,1674164102975,,"MacOS,Microsoft,Staff,Students,Transcription,Windows",,Patrick Ryan
Tropy,"<h2>Tropy</h2>
<p>Tropy is a research tool for the managing of, adding metadata to, and annotating images. For more information and help getting started, please visit the <a href=""https://docs.tropy.org/"">Trophy help pages</a>.</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>
<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>
<h3>How to get it</h3>
<h5>IDG Managed Desktop</h5>
<p>Staff and Students can access via the Software Centre on managed computers. Do not download via this page if you use an IDG Managed Desktop.</p>
<h5>Unmanaged Machines</h5>
<p>Can be <a href=""https://tropy.org/"">downloaded via the Tropy webpage.</a></p>",1668550960068,tropy,"<h2>Tropy</h2>
<p>Tropy is a research tool for the managing of, adding metadata to, and annotating images. For more information and help getting started, please visit the <a href=""https://docs.tropy.org/"">Trophy help pages</a>.</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>
<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>
<h3>How to get it</h3>
<h5>IDG Managed Desktop</h5>
<p>Staff and Students can access via the Software Centre on managed computers. Do not download via this page if you use an IDG Managed Desktop.</p>
<h5>Unmanaged Machines</h5>
<p>Can be <a href=""https://tropy.org/"">downloaded via the Tropy webpage.</a></p>","Tropy is a research tool for the managing of, adding metadata to, and annotating images. For more information and help getting started, please visit the <a href=""https://docs.tropy.org/"">Trophy help pages</a>.",Tropy,1668550960068,,"Free of Charge,Linux,MacOS,Photo Editing,Staff,Students",,Patrick Ryan
Vevox TurningPoint,"<h2>Vevox (replaces TurningPoint)</h2>
<p>Vevox is a personal response system that can be used during lectures - it replaced TurningPoint in July 2019. <a href=""https://warwick.ac.uk/services/academictechnology/support/guides/vevox-guides"">Learn more about Vevox</a>.</p>",1643900906205,vevox-turningpoint,"<h2>Vevox (replaces TurningPoint)</h2>
<p>Vevox is a personal response system that can be used during lectures - it replaced TurningPoint in July 2019. <a href=""https://warwick.ac.uk/services/academictechnology/support/guides/vevox-guides"">Learn more about Vevox</a>.</p>","Vevox is a personal response system that can be used during lectures - it replaced TurningPoint in July 2019. <a href=""https://warwick.ac.uk/services/academictechnology/support/guides/vevox-guides"">Learn more about Vevox</a>.",Vevox (replaces TurningPoint),1643900906205,,"General Academic,Site-wide Licence",,Patrick Ryan
